,bass,mid,treble,frequency,,,,,,,,,,,sa,0.05
2076,0.363121033,0.362236023,0.019069564,818.2617188,,0.212000943,0.705207768,0.127882865,0.082251082,,0.442144691,,,,,
2077,0.520274043,0.250962883,0.017249215,602.9296875,,0.30375158,0.488579168,0.115675384,0.060606061,,0.438193509,,,,,
2078,0.520274043,0.250962883,0.017249215,602.9296875,,0.30375158,0.488579168,0.115675384,0.060606061,,0.442297535,,,,,
2079,0.476090431,0.20152685,0.018575078,818.2617188,,0.277955863,0.392336188,0.124566783,0.082251082,,0.446196361,,,,,
2080,0.476090431,0.20152685,0.018575078,818.2617188,,0.277955863,0.392336188,0.124566783,0.082251082,,0.447691064,,,,,
2081,0.476090431,0.20152685,0.018575078,818.2617188,,0.277955863,0.392336188,0.124566783,0.082251082,,0.449111033,,,,,
2082,0.31985116,0.157472864,0.016656237,559.8632813,,0.186738694,0.306571075,0.111698795,0.056277056,,0.450460002,,,,,
2083,0.31985116,0.157472864,0.016656237,559.8632813,,0.186738694,0.306571075,0.111698795,0.056277056,,0.44392956,,,,,
2084,0.336181521,0.103514522,0.010099403,775.1953125,,0.196272848,0.201523981,0.06772785,0.077922078,,0.43772564,,,,,
2085,0.336181521,0.103514522,0.010099403,775.1953125,,0.196272848,0.201523981,0.06772785,0.077922078,,0.432648434,,,,,
2086,0.336181521,0.103514522,0.010099403,775.1953125,,0.196272848,0.201523981,0.06772785,0.077922078,,0.427825089,,,,,
2087,0.881980181,0.513658583,0.074873731,516.796875,,0.514926465,1,0.50211255,0.051948052,,0.42324291,,,,,
2088,0.881980181,0.513658583,0.074873731,516.796875,,0.514926465,1,0.50211255,0.051948052,,0.446179774,,,,,
2089,0.573014677,0.400431663,0.048076019,818.2617188,,0.334543143,0.779567744,0.322403761,0.082251082,,0.467969794,,,,,
2090,0.573014677,0.400431663,0.048076019,818.2617188,,0.334543143,0.779567744,0.322403761,0.082251082,,0.473222038,,,,,
2091,0.573014677,0.400431663,0.048076019,818.2617188,,0.334543143,0.779567744,0.322403761,0.082251082,,0.47821167,,,,,
2092,0.478692055,0.332744122,0.035200965,689.0625,,0.279474769,0.647792391,0.236062047,0.069264069,,0.482951821,,,,,
2093,0.478692055,0.332744122,0.035200965,689.0625,,0.279474769,0.647792391,0.236062047,0.069264069,,0.482738832,,,,,
2094,0.576292157,0.148480803,0.015449378,818.2617188,,0.336456634,0.289065164,0.103605449,0.082251082,,0.482536493,,,,,
2095,0.576292157,0.148480803,0.015449378,818.2617188,,0.336456634,0.289065164,0.103605449,0.082251082,,0.487224277,,,,,
2096,0.412939131,0.137441233,0.018509835,387.5976563,,0.241086242,0.267573126,0.124129256,0.038961039,,0.491677671,,,,,
2097,0.358394712,0.165835053,0.014418187,387.5976563,,0.209241575,0.322850738,0.096690153,0.038961039,,0.487740744,,,,,
2098,0.358394712,0.165835053,0.014418187,387.5976563,,0.209241575,0.322850738,0.096690153,0.038961039,,0.481273442,,,,,
2099,0.380726665,0.435235143,0.030767066,818.2617188,,0.222279639,0.8473238,0.206327774,0.082251082,,0.475129506,,,,,
2100,0.380726665,0.435235143,0.030767066,818.2617188,,0.222279639,0.8473238,0.206327774,0.082251082,,0.470409364,,,,,
2101,0.666271567,0.358133286,0.029447015,1378.125,,0.388989311,0.697220485,0.197475348,0.138528139,,0.465925229,,,,,
2102,0.666271567,0.358133286,0.029447015,1378.125,,0.388989311,0.697220485,0.197475348,0.138528139,,0.475942546,,,,,
2103,0.666271567,0.358133286,0.029447015,1378.125,,0.388989311,0.697220485,0.197475348,0.138528139,,0.485458997,,,,,
2104,0.553615212,0.252472669,0.025822014,861.328125,,0.323217154,0.491518447,0.173165635,0.086580087,,0.494499625,,,,,
2105,0.553615212,0.252472669,0.025822014,861.328125,,0.323217154,0.491518447,0.173165635,0.086580087,,0.497455405,,,,,
2106,0.231428415,0.127139896,0.012150562,344.53125,,0.135114845,0.247518294,0.081483183,0.034632035,,0.500263395,,,,,
2107,0.231428415,0.127139896,0.012150562,344.53125,,0.135114845,0.247518294,0.081483183,0.034632035,,0.486821646,,,,,
2108,0.231428415,0.127139896,0.012150562,344.53125,,0.135114845,0.247518294,0.081483183,0.034632035,,0.474051984,,,,,
2109,0.227771789,0.13036117,0.011260265,1593.457031,,0.132979997,0.253789528,0.075512735,0.16017316,,0.461920806,,,,,
2110,0.227771789,0.13036117,0.011260265,1593.457031,,0.132979997,0.253789528,0.075512735,0.16017316,,0.450213355,,,,,
2111,0.640973032,0.294053257,0.041697919,172.265625,,0.374219268,0.572468301,0.279631434,0.017316017,,0.439091277,,,,,
2112,0.640973032,0.294053257,0.041697919,172.265625,,0.374219268,0.572468301,0.279631434,0.017316017,,0.449185364,,,,,
2113,0.891905665,0.35035187,0.042336583,215.3320313,,0.52072126,0.68207148,0.283914392,0.021645022,,0.458774748,,,,,
2114,0.644496918,0.254734695,0.029686999,990.5273438,,0.376276618,0.495922201,0.199084705,0.0995671,,0.480431294,,,,,
2115,0.644496918,0.254734695,0.029686999,990.5273438,,0.376276618,0.495922201,0.199084705,0.0995671,,0.488634575,,,,,
2116,0.477377057,0.16348137,0.015319034,129.1992188,,0.278707034,0.318268544,0.10273135,0.012987013,,0.496427692,,,,,
2117,0.477377057,0.16348137,0.015319034,129.1992188,,0.278707034,0.318268544,0.10273135,0.012987013,,0.49547516,,,,,
2118,0.401795268,0.085079275,0.012026728,258.3984375,,0.23458012,0.165633901,0.080652735,0.025974026,,0.494570255,,,,,
2119,0.401795268,0.085079275,0.012026728,258.3984375,,0.23458012,0.165633901,0.080652735,0.025974026,,0.489931506,,,,,
2120,0.401795268,0.085079275,0.012026728,258.3984375,,0.23458012,0.165633901,0.080652735,0.025974026,,0.485524694,,,,,
2121,0.381574601,0.071884029,0.009281837,129.1992188,,0.222774689,0.139945152,0.062245156,0.012987013,,0.481338223,,,,,
2122,0.381574601,0.071884029,0.009281837,129.1992188,,0.222774689,0.139945152,0.062245156,0.012987013,,0.476350042,,,,,
2123,0.30489108,0.227743655,0.013370409,215.3320313,,0.178004551,0.443375547,0.089663624,0.021645022,,0.471611269,,,,,
2124,0.30489108,0.227743655,0.013370409,215.3320313,,0.178004551,0.443375547,0.089663624,0.021645022,,0.46327526,,,,,
2125,0.30489108,0.227743655,0.013370409,215.3320313,,0.178004551,0.443375547,0.089663624,0.021645022,,0.455356051,,,,,
2126,0.536268353,0.35769245,0.01896836,1162.792969,,0.313089538,0.696362257,0.127204185,0.116883117,,0.447832802,,,,,
2127,0.536268353,0.35769245,0.01896836,1162.792969,,0.313089538,0.696362257,0.127204185,0.116883117,,0.45225458,,,,,
2128,0.519034505,0.270095736,0.014431509,1162.792969,,0.303027901,0.525827358,0.096779496,0.116883117,,0.456455269,,,,,
2129,0.519034505,0.270095736,0.014431509,1162.792969,,0.303027901,0.525827358,0.096779496,0.116883117,,0.45958423,,,,,
2130,0.519034505,0.270095736,0.014431509,1162.792969,,0.303027901,0.525827358,0.096779496,0.116883117,,0.462556744,,,,,
2131,0.401763797,0.233999908,0.016234642,1119.726563,,0.234561747,0.455555335,0.108871528,0.112554113,,0.465380632,,,,,
2132,0.401763797,0.233999908,0.016234642,1119.726563,,0.234561747,0.455555335,0.108871528,0.112554113,,0.46219979,,,,,
2133,0.185171098,0.217293337,0.015506756,947.4609375,,0.108108437,0.423030675,0.103990232,0.095238095,,0.459177991,,,,,
2134,0.185171098,0.217293337,0.015506756,947.4609375,,0.108108437,0.423030675,0.103990232,0.095238095,,0.445477646,,,,,
2135,0.272028595,0.236073151,0.025385566,947.4609375,,0.158818447,0.459591563,0.170238763,0.095238095,,0.432462319,,,,,
2136,0.272028595,0.236073151,0.025385566,947.4609375,,0.158818447,0.459591563,0.170238763,0.095238095,,0.424440632,,,,,
2137,0.272028595,0.236073151,0.025385566,947.4609375,,0.158818447,0.459591563,0.170238763,0.095238095,,0.416820031,,,,,
2138,1.032253027,0.26056993,0.050877351,86.1328125,,0.602660257,0.507282344,0.341189846,0.008658009,,0.409580459,,,,,
2139,1.032253027,0.26056993,0.050877351,86.1328125,,0.602660257,0.507282344,0.341189846,0.008658009,,0.440714087,,,,,
2140,0.624996066,0.217074528,0.042251144,689.0625,,0.364891436,0.422604694,0.283341424,0.069264069,,0.470291034,,,,,
2141,0.624996066,0.217074528,0.042251144,689.0625,,0.364891436,0.422604694,0.283341424,0.069264069,,0.478026286,,,,,
2142,0.624996066,0.217074528,0.042251144,689.0625,,0.364891436,0.422604694,0.283341424,0.069264069,,0.485374775,,,,,
2143,0.477481782,0.094900385,0.018277846,473.7304688,,0.278768176,0.184753818,0.122573511,0.047619048,,0.492355839,,,,,
2144,0.477481782,0.094900385,0.018277846,473.7304688,,0.278768176,0.184753818,0.122573511,0.047619048,,0.491612137,,,,,
2145,0.441090107,0.069239296,0.008963716,129.1992188,,0.257521625,0.134796338,0.060111796,0.012987013,,0.490905619,,,,,
2146,0.441090107,0.069239296,0.008963716,129.1992188,,0.257521625,0.134796338,0.060111796,0.012987013,,0.488414843,,,,,
2147,0.441090107,0.069239296,0.008963716,129.1992188,,0.257521625,0.134796338,0.060111796,0.012987013,,0.486048606,,,,,
2148,0.215160713,0.254982978,0.016212203,947.4609375,,0.125617273,0.496405563,0.108721047,0.095238095,,0.483800681,,,,,
2149,0.215160713,0.254982978,0.016212203,947.4609375,,0.125617273,0.496405563,0.108721047,0.095238095,,0.470368683,,,,,
2150,0.484209865,0.400674433,0.038059928,775.1953125,,0.282696232,0.780040372,0.255234608,0.077922078,,0.457608285,,,,,
2151,0.484209865,0.400674433,0.038059928,775.1953125,,0.282696232,0.780040372,0.255234608,0.077922078,,0.458938364,,,,,
2152,0.484209865,0.400674433,0.038059928,775.1953125,,0.282696232,0.780040372,0.255234608,0.077922078,,0.460201939,,,,,
2153,0.488771975,0.363544255,0.029999385,990.5273438,,0.285359729,0.707754659,0.201179605,0.0995671,,0.461402335,,,,,
2154,0.488771975,0.363544255,0.029999385,990.5273438,,0.285359729,0.707754659,0.201179605,0.0995671,,0.462770817,,,,,
2155,0.237651348,0.287615865,0.031535659,1248.925781,,0.13874798,0.55993587,0.211482052,0.125541126,,0.464070875,,,,,
2156,0.237651348,0.287615865,0.031535659,1248.925781,,0.13874798,0.55993587,0.211482052,0.125541126,,0.452749899,,,,,
2157,0.237651348,0.287615865,0.031535659,1248.925781,,0.13874798,0.55993587,0.211482052,0.125541126,,0.441994971,,,,,
2158,0.185672075,0.235855654,0.023073312,990.5273438,,0.108400922,0.459168135,0.154732499,0.0995671,,0.43177779,,,,,
2159,0.185672075,0.235855654,0.023073312,990.5273438,,0.108400922,0.459168135,0.154732499,0.0995671,,0.419472504,,,,,
2160,0.197513118,0.207798749,0.021519786,990.5273438,,0.115314079,0.404546436,0.14431436,0.0995671,,0.407782483,,,,,
2161,0.197513118,0.207798749,0.021519786,990.5273438,,0.115314079,0.404546436,0.14431436,0.0995671,,0.397269014,,,,,
2162,0.915651619,0.189335555,0.044311836,990.5273438,,0.53458486,0.368601949,0.297160686,0.0995671,,0.38728122,,,,,
2163,0.915651619,0.189335555,0.044311836,990.5273438,,0.53458486,0.368601949,0.297160686,0.0995671,,0.41369974,,,,,
2164,0.915651619,0.189335555,0.044311836,990.5273438,,0.53458486,0.368601949,0.297160686,0.0995671,,0.438797334,,,,,
2165,0.567574084,0.141497001,0.021578606,129.1992188,,0.331366762,0.27546897,0.144708817,0.012987013,,0.462640048,,,,,
2166,0.567574084,0.141497001,0.021578606,129.1992188,,0.331366762,0.27546897,0.144708817,0.012987013,,0.46788675,,,,,
2167,0.367909729,0.070444345,0.005925073,990.5273438,,0.214796727,0.137142351,0.039734278,0.0995671,,0.472871116,,,,,
2168,0.367909729,0.070444345,0.005925073,990.5273438,,0.214796727,0.137142351,0.039734278,0.0995671,,0.467623047,,,,,
2169,0.367909729,0.070444345,0.005925073,990.5273438,,0.214796727,0.137142351,0.039734278,0.0995671,,0.462637381,,,,,
2170,0.258550763,0.057289321,0.004837804,990.5273438,,0.150949685,0.111531906,0.032442915,0.0995671,,0.457900999,,,,,
2171,0.258550763,0.057289321,0.004837804,990.5273438,,0.150949685,0.111531906,0.032442915,0.0995671,,0.447933487,,,,,
2172,0.247561693,0.026867472,0.002444122,258.3984375,,0.144533937,0.052306089,0.016390584,0.025974026,,0.438464351,,,,,
2173,0.247561693,0.026867472,0.002444122,258.3984375,,0.144533937,0.052306089,0.016390584,0.025974026,,0.428919218,,,,,
2174,0.247561693,0.026867472,0.002444122,258.3984375,,0.144533937,0.052306089,0.016390584,0.025974026,,0.419851342,,,,,
2175,0.324679166,0.19205454,0.011535465,129.1992188,,0.189557429,0.373895319,0.077358262,0.012987013,,0.411236859,,,,,
2176,0.324679166,0.19205454,0.011535465,129.1992188,,0.189557429,0.373895319,0.077358262,0.012987013,,0.406908974,,,,,
2177,0.593444347,0.161910951,0.008494318,258.3984375,,0.346470597,0.315211225,0.056963956,0.025974026,,0.402797484,,,,,
2178,0.593444347,0.161910951,0.008494318,258.3984375,,0.346470597,0.315211225,0.056963956,0.025974026,,0.412329827,,,,,
2179,0.593444347,0.161910951,0.008494318,258.3984375,,0.346470597,0.315211225,0.056963956,0.025974026,,0.421385553,,,,,
2180,0.488005966,0.10794878,0.004919468,258.3984375,,0.28491251,0.210156675,0.032990564,0.025974026,,0.429988493,,,,,
2181,0.488005966,0.10794878,0.004919468,258.3984375,,0.28491251,0.210156675,0.032990564,0.025974026,,0.432889367,,,,,
2182,0.184924573,0.01809402,0.002149028,215.3320313,,0.107964508,0.035225772,0.014411652,0.021645022,,0.435645197,,,,,
2183,0.184924573,0.01809402,0.002149028,215.3320313,,0.107964508,0.035225772,0.014411652,0.021645022,,0.423109165,,,,,
2184,0.184924573,0.01809402,0.002149028,215.3320313,,0.107964508,0.035225772,0.014411652,0.021645022,,0.411199936,,,,,
2185,0.143374756,0.013086103,0.000972969,258.3984375,,0.08370648,0.025476266,0.006524851,0.025974026,,0.399886168,,,,,
2186,0.143374756,0.013086103,0.000972969,258.3984375,,0.08370648,0.025476266,0.006524851,0.025974026,,0.387060597,,,,,
2187,0.851675987,0.264861763,0.04771075,172.265625,,0.497233968,0.515637763,0.319954226,0.017316017,,0.374876305,,,,,
2188,0.851675987,0.264861763,0.04771075,172.265625,,0.497233968,0.515637763,0.319954226,0.017316017,,0.398716289,,,,,
2189,0.851675987,0.264861763,0.04771075,172.265625,,0.497233968,0.515637763,0.319954226,0.017316017,,0.421364274,,,,,
2190,0.927096665,0.275452942,0.072460011,516.796875,,0.541266821,0.536256865,0.485925844,0.051948052,,0.44287986,,,,,
2191,0.927096665,0.275452942,0.072460011,516.796875,,0.541266821,0.536256865,0.485925844,0.051948052,,0.4670907,,,,,
2192,0.517004132,0.104106873,0.044973917,516.796875,,0.301842508,0.20267718,0.301600683,0.051948052,,0.490090998,,,,,
2193,0.517004132,0.104106873,0.044973917,516.796875,,0.301842508,0.20267718,0.301600683,0.051948052,,0.491436655,,,,,
2194,0.517004132,0.104106873,0.044973917,516.796875,,0.301842508,0.20267718,0.301600683,0.051948052,,0.492715029,,,,,
2195,0.332548261,0.051093023,0.013098373,129.1992188,,0.194151642,0.09946884,0.087839319,0.012987013,,0.493929484,,,,,
2196,0.332548261,0.051093023,0.013098373,129.1992188,,0.194151642,0.09946884,0.087839319,0.012987013,,0.485860423,,,,,
2197,0.24344039,0.024623455,0.004347611,129.1992188,,0.142127796,0.047937397,0.029155618,0.012987013,,0.478194815,,,,,
2198,0.24344039,0.024623455,0.004347611,129.1992188,,0.142127796,0.047937397,0.029155618,0.012987013,,0.466457093,,,,,
2199,0.24344039,0.024623455,0.004347611,129.1992188,,0.142127796,0.047937397,0.029155618,0.012987013,,0.455306258,,,,,
2200,0.323600709,0.083969809,0.004132147,2024.121094,,0.188927793,0.163473973,0.027710695,0.203463203,,0.444712965,,,,,
2201,0.323600709,0.083969809,0.004132147,2024.121094,,0.188927793,0.163473973,0.027710695,0.203463203,,0.438657352,,,,,
2202,0.426306993,0.192564428,0.01564656,258.3984375,,0.2488908,0.374887978,0.104927778,0.025974026,,0.43290452,,,,,
2203,0.426306993,0.192564428,0.01564656,258.3984375,,0.2488908,0.374887978,0.104927778,0.025974026,,0.432574644,,,,,
2204,0.484220386,0.127054274,0.006917636,473.7304688,,0.282702375,0.247351603,0.046390527,0.047619048,,0.432261261,,,,,
2205,0.484220386,0.127054274,0.006917636,473.7304688,,0.282702375,0.247351603,0.046390527,0.047619048,,0.434859217,,,,,
2206,0.484220386,0.127054274,0.006917636,473.7304688,,0.282702375,0.247351603,0.046390527,0.047619048,,0.437327276,,,,,
2207,0.295990795,0.016231902,0.001832454,258.3984375,,0.172808298,0.031600566,0.012288664,0.025974026,,0.439671931,,,,,
2208,0.295990795,0.016231902,0.001832454,258.3984375,,0.172808298,0.031600566,0.012288664,0.025974026,,0.432487874,,,,,
2209,0.192785338,0.017222177,0.009161151,258.3984375,,0.112553858,0.033528452,0.061435818,0.025974026,,0.42566302,,,,,
2210,0.192785338,0.017222177,0.009161151,258.3984375,,0.112553858,0.033528452,0.061435818,0.025974026,,0.414019136,,,,,
2211,0.192785338,0.017222177,0.009161151,258.3984375,,0.112553858,0.033528452,0.061435818,0.025974026,,0.402957446,,,,,
2212,0.181143939,0.010596521,0.001441286,86.1328125,,0.105757261,0.020629503,0.009665445,0.008658009,,0.392448841,,,,,
2213,0.181143939,0.010596521,0.001441286,86.1328125,,0.105757261,0.020629503,0.009665445,0.008658009,,0.381883596,,,,,
2214,1.076696754,0.143563971,0.062991954,129.1992188,,0.628607836,0.279492985,0.422431881,0.012987013,,0.371846613,,,,,
2215,1.076696754,0.143563971,0.062991954,129.1992188,,0.628607836,0.279492985,0.422431881,0.012987013,,0.40708912,,,,,
2216,1.076696754,0.143563971,0.062991954,129.1992188,,0.628607836,0.279492985,0.422431881,0.012987013,,0.440569502,,,,,
2217,0.595777452,0.049939707,0.034564745,129.1992188,,0.347832734,0.097223542,0.231795477,0.012987013,,0.472375864,,,,,
2218,0.595777452,0.049939707,0.034564745,129.1992188,,0.347832734,0.097223542,0.231795477,0.012987013,,0.478545944,,,,,
2219,0.367788762,0.03573088,0.024427153,172.265625,,0.214726103,0.069561535,0.163811527,0.017316017,,0.484407519,,,,,
2220,0.367788762,0.03573088,0.024427153,172.265625,,0.214726103,0.069561535,0.163811527,0.017316017,,0.478576581,,,,,
2221,0.367788762,0.03573088,0.024427153,172.265625,,0.214726103,0.069561535,0.163811527,0.017316017,,0.47303719,,,,,
2222,0.200131774,0.01061348,0.006866219,86.1328125,,0.116842928,0.020662518,0.046045715,0.008658009,,0.467774769,,,,,
2223,0.200131774,0.01061348,0.006866219,86.1328125,,0.116842928,0.020662518,0.046045715,0.008658009,,0.454392619,,,,,
2224,0.164461285,0.071156062,0.002424328,732.1289063,,0.096017427,0.138527934,0.016257847,0.073593074,,0.441679577,,,,,
2225,0.164461285,0.071156062,0.002424328,732.1289063,,0.096017427,0.138527934,0.016257847,0.073593074,,0.427818662,,,,,
2226,0.164461285,0.071156062,0.002424328,732.1289063,,0.096017427,0.138527934,0.016257847,0.073593074,,0.414650793,,,,,
2227,0.503061533,0.211607635,0.01235201,215.3320313,,0.293702401,0.411961645,0.082834117,0.021645022,,0.402141318,,,,,
2228,0.503061533,0.211607635,0.01235201,215.3320313,,0.293702401,0.411961645,0.082834117,0.021645022,,0.407187329,,,,,
2229,0.618701458,0.182068065,0.009123062,258.3984375,,0.361216455,0.354453465,0.061180387,0.025974026,,0.411981039,,,,,
2230,0.618701458,0.182068065,0.009123062,258.3984375,,0.361216455,0.354453465,0.061180387,0.025974026,,0.42231706,,,,,
2231,0.433646888,0.095511846,0.006199393,602.9296875,,0.253176051,0.185944223,0.041573903,0.060606061,,0.43213628,,,,,
2232,0.433646888,0.095511846,0.006199393,602.9296875,,0.253176051,0.185944223,0.041573903,0.060606061,,0.43221181,,,,,
2233,0.433646888,0.095511846,0.006199393,602.9296875,,0.253176051,0.185944223,0.041573903,0.060606061,,0.432283564,,,,,
2234,0.211352453,0.081261635,0.00315898,258.3984375,,0.123393897,0.158201649,0.021184513,0.025974026,,0.43235173,,,,,
2235,0.211352453,0.081261635,0.00315898,258.3984375,,0.123393897,0.158201649,0.021184513,0.025974026,,0.421301766,,,,,
2236,0.123796597,0.037836637,0.003041464,215.3320313,,0.072276164,0.073661063,0.020396437,0.021645022,,0.410804301,,,,,
2237,0.123796597,0.037836637,0.003041464,215.3320313,,0.072276164,0.073661063,0.020396437,0.021645022,,0.396453915,,,,,
2238,0.123796597,0.037836637,0.003041464,215.3320313,,0.072276164,0.073661063,0.020396437,0.021645022,,0.38282105,,,,,
2239,0.640286088,0.282537043,0.044453207,258.3984375,,0.373818209,0.550048325,0.298108738,0.025974026,,0.369869827,,,,,
2240,0.640286088,0.282537043,0.044453207,258.3984375,,0.373818209,0.550048325,0.298108738,0.025974026,,0.38339064,,,,,
2241,1.087060452,0.208194882,0.06876415,215.3320313,,0.634658474,0.405317634,0.461140944,0.021645022,,0.396235412,,,,,
2242,1.087060452,0.208194882,0.06876415,215.3320313,,0.634658474,0.405317634,0.461140944,0.021645022,,0.430776664,,,,,
2243,1.087060452,0.208194882,0.06876415,215.3320313,,0.634658474,0.405317634,0.461140944,0.021645022,,0.463590854,,,,,
2244,0.684332848,0.087061428,0.04074489,86.1328125,,0.399534028,0.169492792,0.273240297,0.008658009,,0.494764334,,,,,
2245,0.684332848,0.087061428,0.04074489,86.1328125,,0.399534028,0.169492792,0.273240297,0.008658009,,0.504242759,,,,,
2246,0.383785427,0.051669449,0.016377157,129.1992188,,0.224065435,0.100591035,0.109827249,0.012987013,,0.513247264,,,,,
2247,0.383785427,0.051669449,0.016377157,129.1992188,,0.224065435,0.100591035,0.109827249,0.012987013,,0.506774172,,,,,
2248,0.331573397,0.042177424,0.012667522,947.4609375,,0.193582487,0.082111786,0.084949977,0.095238095,,0.500624735,,,,,
2249,0.331573397,0.042177424,0.012667522,947.4609375,,0.193582487,0.082111786,0.084949977,0.095238095,,0.492172168,,,,,
2250,0.331573397,0.042177424,0.012667522,947.4609375,,0.193582487,0.082111786,0.084949977,0.095238095,,0.484142229,,,,,
2251,0.404349774,0.097212762,0.017524311,301.4648438,,0.236071518,0.189255597,0.117520211,0.03030303,,0.476513788,,,,,
2252,0.404349774,0.097212762,0.017524311,301.4648438,,0.236071518,0.189255597,0.117520211,0.03030303,,0.472905587,,,,,
2253,0.447394729,0.094018482,0.024210516,732.1289063,,0.261202452,0.183036914,0.162358734,0.073593074,,0.469477796,,,,,
2254,0.447394729,0.094018482,0.024210516,732.1289063,,0.261202452,0.183036914,0.162358734,0.073593074,,0.468373643,,,,,
2255,0.447394729,0.094018482,0.024210516,732.1289063,,0.261202452,0.183036914,0.162358734,0.073593074,,0.467324697,,,,,
2256,0.418261081,0.020470526,0.006269711,129.1992188,,0.244193356,0.039852398,0.042045462,0.012987013,,0.466328199,,,,,
2257,0.418261081,0.020470526,0.006269711,129.1992188,,0.244193356,0.039852398,0.042045462,0.012987013,,0.463924843,,,,,
2258,0.258772105,0.011789043,0.00327577,129.1992188,,0.151078911,0.022951125,0.021967719,0.012987013,,0.461641655,,,,,
2259,0.258772105,0.011789043,0.00327577,129.1992188,,0.151078911,0.022951125,0.021967719,0.012987013,,0.451498177,,,,,
2260,0.258772105,0.011789043,0.00327577,129.1992188,,0.151078911,0.022951125,0.021967719,0.012987013,,0.441861874,,,,,
2261,0.113111578,0.009877628,0.001737265,258.3984375,,0.066037929,0.019229948,0.011650313,0.025974026,,0.432707385,,,,,
2262,0.113111578,0.009877628,0.001737265,258.3984375,,0.066037929,0.019229948,0.011650313,0.025974026,,0.416727595,,,,,
2263,0.097488813,0.105237886,0.001693334,818.2617188,,0.056916891,0.204879057,0.011355707,0.082251082,,0.401546794,,,,,
2264,0.097488813,0.105237886,0.001693334,818.2617188,,0.056916891,0.204879057,0.011355707,0.082251082,,0.386343895,,,,,
2265,0.097488813,0.105237886,0.001693334,818.2617188,,0.056916891,0.204879057,0.011355707,0.082251082,,0.371901141,,,,,
2266,0.929160535,0.271184444,0.036971502,645.9960938,,0.54247177,0.527946876,0.247935491,0.064935065,,0.358180524,,,,,
2267,0.929160535,0.271184444,0.036971502,645.9960938,,0.54247177,0.527946876,0.247935491,0.064935065,,0.386729525,,,,,
2268,0.732530177,0.227244928,0.044299997,473.7304688,,0.427673073,0.442404616,0.297081293,0.047619048,,0.413851076,,,,,
2269,0.732530177,0.227244928,0.044299997,473.7304688,,0.427673073,0.442404616,0.297081293,0.047619048,,0.429785031,,,,,
2270,0.382984668,0.242726624,0.061637092,4392.773438,,0.223597928,0.472544667,0.413346008,0.441558442,,0.444922288,,,,,
2271,0.382984668,0.242726624,0.061637092,4392.773438,,0.223597928,0.472544667,0.413346008,0.441558442,,0.441825407,,,,,
2272,0.382984668,0.242726624,0.061637092,4392.773438,,0.223597928,0.472544667,0.413346008,0.441558442,,0.43888337,,,,,
2273,0.350007385,0.23787041,0.070529267,4478.90625,,0.204344802,0.4630905,0.472978038,0.45021645,,0.436088435,,,,,
2274,0.350007385,0.23787041,0.070529267,4478.90625,,0.204344802,0.4630905,0.472978038,0.45021645,,0.431784382,,,,,
2275,0.249949053,0.211374193,0.052175276,4780.371094,,0.145927749,0.411507177,0.34989389,0.480519481,,0.427695532,,,,,
2276,0.249949053,0.211374193,0.052175276,4780.371094,,0.145927749,0.411507177,0.34989389,0.480519481,,0.418808209,,,,,
2277,0.249949053,0.211374193,0.052175276,4780.371094,,0.145927749,0.411507177,0.34989389,0.480519481,,0.410365251,,,,,
2278,0.241976574,0.138965636,0.040138975,473.7304688,,0.141273177,0.270540863,0.269176957,0.047619048,,0.402344441,,,,,
2279,0.241976574,0.138965636,0.040138975,473.7304688,,0.141273177,0.270540863,0.269176957,0.047619048,,0.394326048,,,,,
2280,0.166359499,0.092548549,0.033233512,473.7304688,,0.097125662,0.180175222,0.222868066,0.047619048,,0.386708574,,,,,
2281,0.166359499,0.092548549,0.033233512,473.7304688,,0.097125662,0.180175222,0.222868066,0.047619048,,0.37569112,,,,,
2282,0.166359499,0.092548549,0.033233512,473.7304688,,0.097125662,0.180175222,0.222868066,0.047619048,,0.365224539,,,,,
2283,0.253076285,0.110448942,0.027052289,4177.441406,,0.147753521,0.215024036,0.181416014,0.41991342,,0.355281287,,,,,
2284,0.253076285,0.110448942,0.027052289,4177.441406,,0.147753521,0.215024036,0.181416014,0.41991342,,0.350171037,,,,,
2285,0.249781668,0.090434656,0.022119178,344.53125,,0.145830025,0.176059855,0.148333956,0.034632035,,0.345316299,,,,,
2286,0.249781668,0.090434656,0.022119178,344.53125,,0.145830025,0.176059855,0.148333956,0.034632035,,0.340539568,,,,,
2287,0.249781668,0.090434656,0.022119178,344.53125,,0.145830025,0.176059855,0.148333956,0.034632035,,0.336001673,,,,,
2288,0.219199255,0.079459921,0.021205191,473.7304688,,0.127975095,0.154694038,0.142204645,0.047619048,,0.331690673,,,,,
2289,0.219199255,0.079459921,0.021205191,473.7304688,,0.127975095,0.154694038,0.142204645,0.047619048,,0.326066102,,,,,
2290,0.292320788,0.097592197,0.01517504,473.7304688,,0.170665638,0.189994289,0.101765705,0.047619048,,0.320722759,,,,,
2291,0.292320788,0.097592197,0.01517504,473.7304688,,0.170665638,0.189994289,0.101765705,0.047619048,,0.319302661,,,,,
2292,0.292320788,0.097592197,0.01517504,473.7304688,,0.170665638,0.189994289,0.101765705,0.047619048,,0.317953567,,,,,
2293,0.241832808,0.089788884,0.011702171,473.7304688,,0.141189242,0.174802655,0.078476212,0.047619048,,0.316671928,,,,,
